"image_name","angle","y1","x1","y2","x2","damage_type"
"20190524_071_07.jpg","f","1471","527","2449","622","scratch"
"20190524_071_07.jpg","f","1523","635","2297","757","scratch"
"20190524_071_07.jpg","f","1827","796","2132","1087","scratch"
"20190524_071_07.jpg","f","840","1609","1562","2109","scratch"
"20190524_071_07.jpg","f","1358","2322","1971","2848","scratch"
"20190524_071_07.jpg","f","2962","148","3349","457","scratch"
"20190524_012_07.jpg","f","1849","953","2453","1540","dent"
"20190524_112_07.jpg","f","614","892","1188","1122","scratch"
"20190524_112_07.jpg","f","1210","957","2227","1174","scratch"
"20190524_112_07.jpg","f","2014","1048","2992","1183","scratch"
"20190524_112_07.jpg","f","2827","1096","3558","1314","scratch"
"20190524_099_08.jpg","f","2827","953","4153","1196","paint"
"20190524_099_08.jpg","f","1423","910","3049","1297","paint"
"20190524_099_08.jpg","f","23","1266","1432","1353","paint"
"20190524_099_08.jpg","f","266","1614","1084","1944","paint"
"20190524_099_08.jpg","f","962","1583","2310","1844","paint"
"20190524_099_08.jpg","f","319","1048","2166","1309","scratch"
"20190524_099_08.jpg","f","1710","948","4160","1194","scratch"
"20190524_063_07.jpg","f","1936","1174","2436","1470","dent"
"20190524_063_07.jpg","f","2049","1374","2519","1774","dent"
"20190524_063_07.jpg","f","1453","840","2071","1087","rust"
"20190524_063_07.jpg","f","1984","896","2614","1109","rust"
"20190524_100_07.jpg","f","1084","1187","2966","1578","scratch"
"20190524_100_07.jpg","f","2688","1433","3643","1769","scratch"
"20190524_100_07.jpg","f","2443","1314","3652","1792","dent"
"20190524_128_07.jpg","f","1984","883","2349","1314","scratch"
"20190524_128_07.jpg","f","1266","1583","2036","1883","scratch"
"20190524_128_07.jpg","f","1458","2240","1766","2553","scratch"
"20190524_128_07.jpg","f","1601","1870","1853","2248","scratch"
"20190524_128_07.jpg","f","1719","2283","2088","2774","scratch"
"20190524_128_07.jpg","f","1936","1687","2240","2405","scratch"
"20190524_028_07.jpg","f","45","757","2301","2079","paint"
"20190524_028_07.jpg","f","2045","1009","3815","2153","paint"
"20190524_028_07.jpg","f","2292","53","4160","1518","paint"
"20190524_055_07.jpg","f","1875","1401","2810","1744","scratch"
"20190524_036_07.jpg","f","402","1264","1847","1505","scratch"
"20190524_036_07.jpg","f","1834","1287","3216","1414","scratch"
"20190524_036_07.jpg","f","97","1973","1902","2433","scratch"
"20190524_036_07.jpg","f","1816","1833","3547","2133","scratch"
"20190524_047_07.jpg","f","1623","796","2344","1101","scratch"
"20190524_047_07.jpg","f","2240","905","3340","1214","scratch"
"20190524_024_07.jpg","f","2136","544","3166","1179","paint"
"20190524_024_07.jpg","f","1858","1044","3405","1714","paint"
"20190524_024_07.jpg","f","1697","1501","3719","2361","paint"
"20190524_024_07.jpg","f","1388","2283","3423","3061","paint"
"20190524_024_07.jpg","f","1932","718","3240","1070","scratch"
"20190524_024_07.jpg","f","1588","1096","3549","1566","scratch"
"20190524_024_07.jpg","f","1414","1561","3705","2157","scratch"
"20190524_024_07.jpg","f","1223","1983","3562","3027","scratch"
"20190524_124_07.jpg","f","1175","1174","2066","1744","dent"
"20190524_124_07.jpg","f","1819","1101","2662","1583","dent"
"20190524_124_07.jpg","f","2023","1305","2819","2001","dent"
"20190524_124_07.jpg","f","2453","1044","3427","2118","dent"
"20190524_124_07.jpg","f","1223","1122","2327","1944","paint"
"20190524_124_07.jpg","f","2175","1035","3445","2283","paint"
"20190524_124_07.jpg","f","3232","1218","3788","2157","paint"
"20190524_059_07.jpg","f","1289","235","1707","1470","scratch"
"20190524_059_07.jpg","f","1284","1412","1672","2518","scratch"
"20190524_059_07.jpg","f","1236","2476","1442","3665","scratch"
"20190524_087_09.jpg","f","1066","1370","2014","1714","scratch"
"20190524_087_09.jpg","f","1801","1274","2545","1496","scratch"
"20190524_087_09.jpg","f","2162","787","2584","1240","scratch"
"20190524_087_09.jpg","f","2310","1257","3171","1596","scratch"
"20190524_087_09.jpg","f","2506","1149","3080","1345","scratch"
"20190524_087_09.jpg","f","3010","983","3771","1218","scratch"
"20190524_089_08.jpg","f","1623","1","2333","379","scratch"
"20190524_089_08.jpg","f","2914","1","3544","300","scratch"
"20190524_089_08.jpg","f","3414","179","3849","935","scratch"
"20190524_089_08.jpg","f","3762","801","3905","1635","scratch"
"20190524_089_08.jpg","f","2723","1840","3353","2026","scratch"
"20190524_089_08.jpg","f","3266","1622","3758","1918","scratch"
"20190524_102_07.jpg","f","801","874","1540","1322","dent"
"20190524_102_07.jpg","f","1328","983","2176","1357","dent"
"20190524_102_07.jpg","f","1988","1161","2805","1531","dent"
"20190524_102_07.jpg","f","2540","1296","3462","1709","dent"
"20190524_102_07.jpg","f","3227","1457","4062","1818","dent"
"20190524_002_07.jpg","f","2819","466","3262","774","dent"
"20190524_002_07.jpg","f","2862","79","3419","440","dent"
"20190524_097_08.jpg","f","749","1770","2619","2118","paint"
"20190524_097_08.jpg","f","2714","1448","3153","1631","paint"
"20190524_097_08.jpg","f","653","1792","2849","1892","scratch"
"20190524_097_08.jpg","f","1801","496","2179","922","scratch"
"20190524_097_08.jpg","f","2114","192","2871","531","scratch"
"20190524_061_07.jpg","f","1788","1544","2162","2631","scratch"
"20190524_061_07.jpg","f","2036","544","2479","1640","scratch"
"20190524_010_07.jpg","f","1836","1374","2497","1831","dent"
"20190524_010_07.jpg","f","2419","987","2875","1648","dent"
"20190524_010_07.jpg","f","2719","1018","3049","1666","dent"
"20190524_010_07.jpg","f","3201","444","3332","983","rust"
"20190524_010_07.jpg","f","2927","1157","3145","1696","rust"
"20190524_010_07.jpg","f","3088","987","3232","1227","rust"
"20190524_110_07.jpg","f","2175","1218","2423","1687","scratch"
"20190524_110_07.jpg","f","2366","883","2601","1283","scratch"
"20190524_085_08.jpg","f","2301","691","2770","1439","scratch"
"20190524_085_08.jpg","f","2014","1348","2423","2048","scratch"
"20190524_073_07.jpg","f","1845","1135","2414","1666","paint"
"20190524_073_07.jpg","f","1775","1596","2523","2161","paint"
"20190524_026_07.jpg","f","1","1100","1345","1566","paint"
"20190524_026_07.jpg","f","1101","1035","2223","1405","paint"
"20190524_026_07.jpg","f","2540","944","4092","1466","paint"
"20190524_126_07.jpg","f","1357","988","1809","1540","scratch"
"20190524_126_07.jpg","f","1671","1292","2805","1714","scratch"
"20190524_126_07.jpg","f","2588","1787","3179","1983","scratch"
"20190524_138_07.jpg","f","1327","583","2319","1096","paint"
"20190524_138_07.jpg","f","1001","922","2253","1409","paint"
"20190524_138_07.jpg","f","2036","935","2788","1344","paint"
"20190524_138_07.jpg","f","714","987","2027","1440","scratch"
"20190524_138_07.jpg","f","1427","670","2427","1157","scratch"
"20190524_138_07.jpg","f","2097","1005","3227","1335","scratch"
"20190524_134_07.jpg","f","1088","1861","1984","2261","paint"
"20190524_134_07.jpg","f","2001","1209","2484","2170","paint"
"20190524_134_07.jpg","f","2345","1109","3053","2057","paint"
"20190524_049_07.jpg","f","1462","809","2349","1135","scratch"
"20190524_049_07.jpg","f","2171","809","3340","1087","scratch"
"20190524_089_09.jpg","f","1242","1477","1583","1818","scratch"
"20190524_057_07.jpg","f","2127","922","2801","1096","scratch"
"20190524_057_07.jpg","f","623","692","1392","1327","scratch"
"20190524_057_07.jpg","f","1","252","736","835","scratch"
"20190524_080_07.jpg","f","488","735","684","1001","paint"
"20190524_080_07.jpg","f","1432","618","1792","996","paint"
"20190524_080_07.jpg","f","1919","1001","2188","1466","paint"
"20190524_080_07.jpg","f","3158","866","3901","1461","paint"
"20190524_080_07.jpg","f","892","2187","1197","2479","paint"
"20190524_080_07.jpg","f","1584","2214","1984","2522","paint"
"20190524_080_07.jpg","f","2127","2214","2514","2414","paint"
"20190524_080_07.jpg","f","1827","2592","2301","2792","paint"
"20190524_080_07.jpg","f","2936","2548","3445","2883","paint"
"20190524_076_08.jpg","f","1623","1340","2358","1570","scratch"
"20190524_076_08.jpg","f","2092","1253","2762","1479","scratch"
"20190524_076_08.jpg","f","2984","1227","3357","1466","scratch"
"20190524_076_08.jpg","f","749","1287","1023","1427","scratch"
"20190524_076_08.jpg","f","836","1505","1036","1583","scratch"
"20190524_076_08.jpg","f","927","1618","1035","1722","scratch"
"20190524_123_09.jpg","f","1362","1153","2336","1783","paint"
"20190524_123_09.jpg","f","2045","1122","2623","1514","paint"
"20190524_123_09.jpg","f","2779","1227","3340","1509","paint"
"20190524_123_09.jpg","f","1605","1274","2271","1601","scratch"
"20190524_123_09.jpg","f","2145","1231","3275","1418","scratch"
"20190524_140_09.jpg","f","1410","1374","1601","1527","scratch"
"20190524_140_09.jpg","f","1749","1196","2605","1470","scratch"
"20190524_140_09.jpg","f","2697","1035","3114","1261","scratch"
"20190524_140_09.jpg","f","3141","939","3671","1118","scratch"
"20190524_115_08.jpg","f","2162","1031","2696","1609","dent"
"20190524_015_08.jpg","f","1175","683","2571","1287","scratch"
"20190524_015_08.jpg","f","1827","2274","2519","2792","scratch"
"20190524_019_08.jpg","f","1110","805","2023","1292","paint"
"20190524_019_08.jpg","f","1905","1079","2688","1527","paint"
"20190524_019_08.jpg","f","2492","1266","3675","1840","paint"
"20190524_019_08.jpg","f","119","1287","719","1961","paint"
"20190524_019_08.jpg","f","549","1622","1501","2361","paint"
"20190524_019_08.jpg","f","745","1422","2849","2340","paint"
"20190524_119_08.jpg","f","527","1105","1066","1561","scratch"
"20190524_119_08.jpg","f","1145","1427","1310","1561","scratch"
"20190524_119_08.jpg","f","1462","1492","1984","1657","scratch"
"20190524_119_08.jpg","f","1858","1540","2471","1709","scratch"
"20190524_119_08.jpg","f","1892","231","2045","348","scratch"
"20190524_119_08.jpg","f","2101","496","2332","874","scratch"
"20190524_119_08.jpg","f","2214","61","2732","270","scratch"
"20190524_119_08.jpg","f","2705","192","2958","383","scratch"
"20190524_119_08.jpg","f","2997","240","3245","510","scratch"
"20190524_119_08.jpg","f","2797","1383","3292","1566","scratch"
"20190524_119_08.jpg","f","3166","1540","3375","1635","scratch"
"20190524_119_08.jpg","f","3484","1335","3749","1666","scratch"
"20190524_119_08.jpg","f","3836","61","4160","259","scratch"
"20190524_064_08.jpg","f","2323","2461","2997","2983","dent"
"20190524_131_09.jpg","f","366","1948","1045","2487","dent"
"20190524_131_09.jpg","f","853","1640","1645","2218","dent"
"20190524_131_09.jpg","f","1514","1366","2253","1818","dent"
"20190524_131_09.jpg","f","1971","1149","2797","1553","dent"
"20190524_131_09.jpg","f","2579","735","3184","1444","dent"
"20190524_031_09.jpg","f","2236","1244","2462","1501","scratch"
"20190524_107_08.jpg","f","2127","257","2927","831","scratch"
"20190524_107_08.jpg","f","2801","761","3110","1296","scratch"
"20190524_107_08.jpg","f","2062","1760","2931","2100","scratch"
"20190524_107_08.jpg","f","2601","1314","3071","1879","scratch"
"20190524_107_08.jpg","f","1140","2105","1701","2570","scratch"
"20190524_107_08.jpg","f","1505","2466","2101","2874","scratch"
"20190524_107_08.jpg","f","1823","2218","2471","2740","scratch"
"20190524_107_08.jpg","f","597","1161","1140","1483","scratch"
"20190524_107_08.jpg","f","2101","2774","2471","3031","scratch"
"20190524_031_08.jpg","f","1505","635","1810","770","scratch"
"20190524_031_08.jpg","f","1414","392","2305","670","scratch"
"20190524_031_08.jpg","f","2005","501","3145","796","scratch"
"20190524_131_08.jpg","f","1302","818","3467","2153","dent"
"20190524_045_10.jpg","f","436","1279","1284","1496","scratch"
"20190524_045_10.jpg","f","1319","1361","2501","1566","scratch"
"20190524_045_10.jpg","f","2388","1431","3397","1657","scratch"
"20190524_068_09.jpg","f","1971","1344","2727","1987","dent"
"20190524_140_08.jpg","f","1901","1405","2823","1883","scratch"
"20190524_040_08.jpg","f","2079","1336","2236","1823","scratch"
"20190524_123_08.jpg","f","1892","1140","2601","1874","dent"
"20190524_023_08.jpg","f","1836","518","2207","1141","scratch"
"20190524_023_08.jpg","f","1389","3476","1631","3800","scratch"
"20190524_130_07.jpg","f","1619","831","2510","1205","break"
"20190524_130_07.jpg","f","2445","1092","2892","1518","break"
"20190524_130_07.jpg","f","2814","1427","3301","1935","break"
"20190524_030_07.jpg","f","1575","1327","2153","1487","scratch"
"20190524_030_07.jpg","f","2062","1057","2632","1422","scratch"
"20190524_053_07.jpg","f","1227","322","1601","592","scratch"
"20190524_053_07.jpg","f","1632","696","1940","905","scratch"
"20190524_053_07.jpg","f","1536","818","1853","1057","scratch"
"20190524_053_07.jpg","f","623","1035","3658","1827","scratch"
"20190524_022_07.jpg","f","805","1070","2332","1396","scratch"
"20190524_022_07.jpg","f","2079","1031","3405","1370","scratch"
"20190524_122_07.jpg","f","1258","431","1988","914","scratch"
"20190524_122_07.jpg","f","1997","953","2440","1374","scratch"
"20190524_122_07.jpg","f","2440","1914","2614","1974","scratch"
"20190524_122_07.jpg","f","2619","1596","2701","1874","scratch"
"20190524_122_07.jpg","f","2745","1679","2936","1827","scratch"
"20190524_122_07.jpg","f","2897","1627","3001","1779","scratch"
"20190524_122_07.jpg","f","2905","1879","3123","2222","scratch"
"20190524_122_07.jpg","f","3075","2105","3279","2514","scratch"
"20190524_122_07.jpg","f","2914","2318","3253","2583","scratch"
"20190524_122_07.jpg","f","3040","2544","3358","2831","scratch"
"20190524_041_07.jpg","f","636","1231","1579","1835","break"
"20190524_041_07.jpg","f","2166","770","2510","892","scratch"
"20190524_041_07.jpg","f","2679","683","3453","874","scratch"
"20190524_141_07.jpg","f","1049","1892","1640","2083","scratch"
"20190524_141_07.jpg","f","1988","366","2497","627","scratch"
"20190524_141_07.jpg","f","2314","544","2836","770","scratch"
"20190524_141_07.jpg","f","2888","753","3084","1035","scratch"
"20190524_141_07.jpg","f","3166","714","3636","1101","scratch"
"20190524_141_07.jpg","f","3371","1131","3545","1453","scratch"
"20190524_141_07.jpg","f","1614","2031","2227","2231","scratch"
"20190524_141_07.jpg","f","2145","2161","2536","2366","scratch"
"20190524_141_07.jpg","f","2462","1753","3253","2509","scratch"
"20190524_114_07.jpg","f","1114","627","1832","1448","scratch"
"20190524_114_07.jpg","f","1723","1179","2319","1922","scratch"
"20190524_114_07.jpg","f","2092","279","2949","974","scratch"
"20190524_114_07.jpg","f","2166","1805","2475","2109","scratch"
"20190524_114_07.jpg","f","2532","1505","3275","2127","scratch"
"20190524_114_07.jpg","f","1910","2040","2766","2466","scratch"
"20190524_114_07.jpg","f","1297","1453","1749","1931","scratch"
"20190524_077_07.jpg","f","2458","948","2523","1070","rust"
"20190524_077_07.jpg","f","2453","1287","2662","1596","rust"
"20190524_077_07.jpg","f","2410","1801","2514","1896","rust"
"20190524_077_07.jpg","f","2379","2644","2423","2744","rust"
"20190524_077_07.jpg","f","1979","683","2101","831","scratch"
"20190524_077_07.jpg","f","2019","1374","2132","1574","scratch"
"20190524_081_08.jpg","f","2297","1083","2792","1548","dent"
"20190524_106_07.jpg","f","1597","1083","2584","1418","paint"
"20190524_106_07.jpg","f","2332","970","3479","1409","paint"
"20190524_106_07.jpg","f","949","1731","1814","1870","paint"
"20190524_106_07.jpg","f","532","1879","2097","2301","paint"
"20190524_106_07.jpg","f","2188","1909","3727","2205","paint"
"20190524_106_07.jpg","f","3345","1831","3953","2066","paint"
"20190524_106_07.jpg","f","745","1953","1953","2061","scratch"
"20190524_106_07.jpg","f","1118","1957","3040","2100","scratch"
"20190524_106_07.jpg","f","3079","1853","3766","2044","scratch"
"20190524_106_07.jpg","f","2014","1040","3275","1244","scratch"
"20190524_006_07.jpg","f","3462","1070","3845","1318","dent"
"20190524_006_07.jpg","f","192","1474","2058","1692","scratch"
"20190524_006_07.jpg","f","1936","1422","3179","1566","scratch"
"20190524_006_07.jpg","f","3049","1379","3597","1479","scratch"
"20190524_006_07.jpg","f","640","853","2375","1018","scratch"
"20190524_006_07.jpg","f","2740","861","3662","1057","scratch"
"20190524_065_07.jpg","f","688","1618","1532","1883","paint"
"20190524_065_07.jpg","f","1414","1522","2445","2109","paint"
"20190524_065_07.jpg","f","2179","1479","3410","1761","paint"
"20190524_065_07.jpg","f","2232","1670","3179","2314","paint"
"20190524_065_07.jpg","f","836","1640","2027","1792","scratch"
"20190524_065_07.jpg","f","1875","1605","3375","1761","scratch"
"20190524_065_07.jpg","f","1884","1914","2853","2161","scratch"
"20190524_065_07.jpg","f","2532","2022","3132","2279","scratch"
"20190524_118_07.jpg","f","2253","1353","2871","2027","dent"
"20190524_018_07.jpg","f","836","848","1766","1501","scratch"
"20190524_018_07.jpg","f","1527","870","2745","1448","scratch"
"20190524_018_07.jpg","f","2649","1135","3823","1522","scratch"
"20190524_018_07.jpg","f","3558","1069","4160","1482","scratch"
"20190524_093_08.jpg","f","1710","1144","2005","1618","scratch"
"20190524_093_08.jpg","f","2045","796","2205","1548","scratch"
"20190524_093_08.jpg","f","2014","1405","2697","2148","scratch"
"20190524_044_08.jpg","f","1566","914","1849","1148","scratch"
"20190524_044_08.jpg","f","1397","1261","1623","1414","scratch"
"20190524_044_08.jpg","f","1519","1427","1801","1622","scratch"
"20190524_044_08.jpg","f","762","1779","1584","2266","scratch"
"20190524_044_08.jpg","f","1532","1614","1840","1779","scratch"
"20190524_044_08.jpg","f","2275","840","2479","1031","scratch"
"20190524_044_08.jpg","f","2427","1179","2545","1461","scratch"
"20190524_044_08.jpg","f","2871","705","3027","1014","scratch"
"20190524_139_08.jpg","f","479","809","1032","1322","paint"
"20190524_139_08.jpg","f","645","1479","1110","2892","paint"
"20190524_139_08.jpg","f","2358","887","2988","1218","paint"
"20190524_139_08.jpg","f","566","901","1001","1374","scratch"
"20190524_139_08.jpg","f","2423","1014","2945","1140","scratch"
"20190524_139_08.jpg","f","666","1518","849","1670","scratch"
"20190524_039_08.jpg","f","1214","801","1975","1057","scratch"
"20190524_039_08.jpg","f","1840","909","2592","1196","scratch"
"20190524_039_08.jpg","f","2358","1066","3236","1374","scratch"
"20190524_039_08.jpg","f","3092","1335","3792","1722","scratch"
"20190524_053_10.jpg","f","853","2022","1558","2244","scratch"
"20190524_053_10.jpg","f","1436","1805","2092","2101","scratch"
"20190524_053_10.jpg","f","2571","1048","3175","1514","scratch"
"20190524_053_10.jpg","f","3058","561","3488","1140","scratch"
"20190524_072_09.jpg","f","1297","1122","2175","1318","scratch"
"20190524_072_09.jpg","f","2040","935","2771","1174","scratch"
"20190524_072_09.jpg","f","1879","1505","2501","1761","scratch"
"20190524_072_09.jpg","f","2584","1022","3310","1435","scratch"
"20190524_072_09.jpg","f","2132","1666","2619","1966","scratch"
"20190524_003_09.jpg","f","840","887","2492","1453","scratch"
"20190524_003_09.jpg","f","2240","1201","3005","1448","scratch"
"20190524_003_09.jpg","f","2966","766","3710","1374","scratch"
"20190524_056_08.jpg","f","1345","822","2175","1157","scratch"
"20190524_056_08.jpg","f","836","1161","1066","1279","scratch"
"20190524_056_08.jpg","f","440","1353","1523","1731","scratch"
"20190524_056_08.jpg","f","1358","1561","2440","1840","scratch"
"20190524_056_08.jpg","f","2501","1310","3392","1705","scratch"
"20190524_056_08.jpg","f","2919","927","3432","1127","scratch"
"20190524_056_08.jpg","f","3319","914","4005","1448","scratch"
"20190524_056_08.jpg","f","3845","744","4005","827","scratch"
"20190524_135_08.jpg","f","536","948","1788","1240","scratch"
"20190524_135_08.jpg","f","1701","1070","2710","1227","scratch"
"20190524_135_08.jpg","f","2684","1096","3658","1201","scratch"
"20190524_135_09.jpg","f","1649","1392","2766","2266","dent"
"20190524_035_09.jpg","f","679","1066","1610","1466","scratch"
"20190524_035_09.jpg","f","1523","1292","2684","1457","scratch"
"20190524_035_09.jpg","f","2636","1244","3249","1453","scratch"
"20190524_035_09.jpg","f","3275","1409","3705","1566","scratch"
"20190524_114_10.jpg","f","1988","1579","2427","1948","dent"
"20190524_114_10.jpg","f","1493","1626","1762","1895","dent"
"20190524_114_10.jpg","f","1679","1709","2101","1983","dent"
"20190524_088_07.jpg","f","1623","883","2353","1948","paint"
"20190524_003_08.jpg","f","2166","722","2627","1401","scratch"
"20190524_003_08.jpg","f","2462","1131","2945","1979","scratch"
"20190524_003_08.jpg","f","2753","1609","3219","2401","scratch"
"20190524_084_07.jpg","f","710","679","1375","1131","dent"
"20190524_084_07.jpg","f","858","931","1462","1448","dent"
"20190524_084_07.jpg","f","1336","1157","1810","1544","dent"
"20190524_084_07.jpg","f","1549","927","2249","1318","dent"
"20190524_084_07.jpg","f","1897","1131","2466","1609","dent"
"20190524_084_07.jpg","f","1297","440","2071","809","rust"
"20190524_084_07.jpg","f","1210","1396","1505","1635","rust"
"20190524_084_07.jpg","f","1632","1535","2284","1766","rust"
"20190524_084_07.jpg","f","2510","979","2732","1153","rust"
"20190524_084_07.jpg","f","2340","1735","3049","1966","rust"
"20190524_084_07.jpg","f","2753","1818","3701","2005","rust"
"20190524_039_09.jpg","f","1505","1322","2779","1640","scratch"
"20190524_039_09.jpg","f","2462","1353","3458","1609","scratch"
"20190524_044_09.jpg","f","349","1209","1092","1783","paint"
"20190524_044_09.jpg","f","823","879","1771","1479","paint"
"20190524_044_09.jpg","f","1475","705","2340","1235","paint"
"20190524_044_09.jpg","f","2015","640","3380","1131","paint"
"20190524_044_09.jpg","f","3188","657","4119","1161","paint"
"20190524_111_08.jpg","f","792","618","1388","953","scratch"
"20190524_111_08.jpg","f","1184","853","2084","974","scratch"
"20190524_111_08.jpg","f","1332","992","1875","1187","scratch"
"20190524_111_08.jpg","f","1901","1161","2562","1374","scratch"
"20190524_111_08.jpg","f","2275","1440","2871","1653","scratch"
"20190524_111_08.jpg","f","2666","1814","2953","1940","scratch"
"20190524_111_08.jpg","f","3710","2561","3775","3005","scratch"
"20190524_111_08.jpg","f","3732","2531","4160","2822","scratch"
"20190524_011_08.jpg","f","1297","1283","1932","1501","scratch"
"20190524_011_08.jpg","f","2145","1109","2592","1444","scratch"
"20190524_011_08.jpg","f","2566","1022","2753","1292","scratch"
"20190524_011_08.jpg","f","2823","1057","3019","1248","scratch"
